Identifier,lat1,lon1,lat2,lon2,distance
1664,35.232085,-89.852140,36.211492,-86.692496,305.299986
1665,39.731237,-104.971330,39.740118,-104.975305,1.044381
1666,38.243299,-122.606900,38.347174,-122.695370,13.893161
1667,34.134057,-118.026620,36.125504,-115.164238,341.721337
1668,32.740900,-117.244340,32.715329,-117.157255,8.628083
1669,38.480494,-122.749760,38.347174,-122.695370,15.563486
1670,47.510739,-122.183720,49.031204,-122.287300,169.241686
1671,40.867469,-124.075190,45.513790,-122.645800,529.457882
1672,42.065427,-87.936210,41.949847,-87.658800,26.277943
1673,37.592184,-122.045770,38.917866,-77.023722,3893.568246
1674,39.281289,-80.343480,39.964012,-75.147640,451.378839
1675,37.669803,-97.232890,51.472438,-3.165064,7082.903868
1676,38.254671,-85.702540,38.160106,-85.779555,12.483995
1677,34.061931,-117.319950,36.211492,-86.692496,2783.738322
1678,36.015992,-78.959110,35.947399,-79.321320,33.471978
1679,39.767536,-105.019730,39.740118,-104.975305,4.870078
1680,35.340759,-119.064970,36.125504,-115.164238,362.710511
1681,36.140974,-115.282050,36.211492,-86.692496,2556.710257
1682,34.259052,-118.594260,51.472438,-3.165064,8598.752021
1683,51.570210,-0.131725,51.505060,-0.147532,7.326373
1684,37.772329,-122.410870,37.792778,-122.421880,2.471132
1685,45.671806,-122.578940,45.513790,-122.645800,18.324550
1686,51.441044,-0.195622,51.505060,-0.147532,7.858985
1687,39.840496,-96.048330,36.211492,-86.692496,912.797974
1688,34.127819,-117.524600,33.699765,-117.917572,59.837174
1689,51.539403,-0.485518,-22.964094,-43.356972,9278.350857
1690,54.599282,-5.861433,51.505060,-0.147532,513.740540
1691,51.434575,-0.010353,51.505060,-0.147532,12.317250
1692,51.685118,-3.926520,51.472438,-3.165064,57.687061
1693,51.531783,-0.205330,51.505060,-0.147532,4.982282
1694,51.873535,-2.207969,51.472438,-3.165064,79.654441
1695,51.627191,0.433784,51.505060,-0.147532,42.413357
1696,51.448764,-0.144084,51.505060,-0.147532,6.264343
1697,51.389943,-2.361569,51.505060,-0.147532,153.960180
1698,50.974331,-1.397728,51.472438,-3.165064,134.960630
1699,51.481980,-3.196535,51.472438,-3.165064,2.424094
1700,51.599025,-0.127847,51.520184,-0.071013,9.606899
1701,48.874527,2.299405,51.505060,-0.147532,340.401092
1702,51.439114,-0.054279,51.520184,-0.071013,9.088676
1703,51.996950,0.387347,51.505060,-0.147532,65.933989
1704,34.416521,-84.108490,36.152607,-86.789270,310.579483
1705,51.629585,-3.972324,51.453746,-2.600588,96.857834
1706,57.673438,-1.931384,36.125504,-115.164238,7879.788124
1707,51.544986,-0.072719,51.520184,-0.071013,2.760446
1708,53.414459,-2.872346,51.505060,-0.147532,281.313402
1709,51.292192,-2.445370,51.472438,-3.165064,53.817108
1710,51.497562,-0.113346,51.520184,-0.071013,3.861397
1711,57.677639,-2.030687,36.125504,-115.164238,7874.858431
1712,51.694451,-2.377302,52.480825,-1.915017,92.970039
1713,51.434406,-0.102437,51.520184,-0.071013,9.783171
1714,32.753672,-97.087060,43.896889,-78.859039,2008.092228
1715,51.713348,-4.712236,51.472438,-3.165064,110.181137
1716,51.501538,-0.219270,51.505060,-0.147532,4.980761
1717,51.467719,-0.075833,51.520184,-0.071013,5.843331
1718,41.857303,-72.666540,43.896889,-78.859039,553.029858
1719,52.378248,-2.260370,52.387201,-1.991667,18.264431
1720,52.989861,-0.422531,51.472438,-3.165064,251.673467
1721,51.302284,-0.789010,51.472438,-3.165064,165.952270
1722,51.734493,-1.211464,51.595989,-0.136335,75.732547
1723,44.324736,-74.168430,45.496030,-73.569478,138.518555
1724,35.797882,-78.797020,35.947399,-79.321320,50.081344
1725,51.909305,-0.190319,51.505060,-0.147532,45.046512
1726,30.284511,-81.470430,36.211492,-86.692496,818.314321
1727,51.579481,-3.306801,51.472438,-3.165064,15.421417
1728,37.770937,-122.442760,37.792778,-122.421880,3.043902
1729,51.491676,-0.208202,51.549045,-0.141048,7.891887
1730,51.472815,-0.083970,51.505060,-0.147532,5.676590
1731,30.055195,-95.468260,30.267204,-97.742310,219.892478
1732,51.401055,0.037994,51.505060,-0.147532,17.291842
1733,42.066795,-72.510200,49.031204,-122.287300,3880.122523
1734,35.087468,-89.761500,33.793083,-84.445374,508.236168
1735,33.818304,-84.357790,33.793083,-84.445374,8.564456
1736,51.464604,-0.141792,51.520184,-0.071013,7.887102
1737,51.284168,-2.486989,51.472438,-3.165064,51.507854
1738,41.771265,-72.436690,49.031204,-122.287300,3901.434300
1739,39.296507,-76.606930,38.917866,-77.023722,55.370867
1740,53.328455,-0.935710,51.472438,-3.165064,255.841622
1741,51.781684,-2.185860,51.503282,0.003058,154.177119
1742,40.748536,-73.973484,43.641506,-79.431782,552.677694
1743,32.719601,-117.162460,32.715329,-117.157255,0.680246
1744,41.922682,-87.654320,41.949847,-87.658800,3.043256
1745,53.392928,-2.600402,51.472438,-3.165064,216.950835
1746,33.430922,-112.384820,36.211492,-86.692496,2358.598218
1747,51.594940,-0.024663,51.505060,-0.147532,13.117174
1748,34.630103,-86.801590,36.152607,-86.789270,169.298404
1749,44.101227,-123.136040,45.513790,-122.645800,161.760326
1750,36.256479,-115.161390,36.211492,-86.692496,2544.089976
1751,33.972850,-84.327750,33.793083,-84.445374,22.747803
1752,40.517304,-75.565150,39.289004,-76.607175,162.953814
1753,51.533442,-0.073736,51.520184,-0.071013,1.486229
1754,43.208136,-71.043560,36.211492,-86.692496,1544.600764
1755,26.094665,-80.179870,26.010410,-80.160080,9.575009
1756,37.786129,-122.437360,37.792778,-122.421880,1.548223
1757,52.974831,-1.305106,52.387201,-1.991667,80.071494
1758,51.133892,0.224824,51.472438,-3.165064,238.626797
1759,38.919211,-77.037770,38.917866,-77.023722,1.224529
1760,25.745549,-80.465100,36.125504,-115.164238,3483.054424
1761,40.738983,-73.792090,42.687302,-74.919456,235.983134
1762,49.505735,-117.279454,49.494083,-119.606796,168.068425
1763,41.203791,-96.178620,41.588981,-93.616477,217.957213
1764,43.627734,-116.207560,43.695190,-116.350182,13.707159
1765,42.675441,-72.046700,42.935690,-70.825140,103.770002
1766,51.495066,-0.178421,51.505060,-0.147532,2.409691
1767,51.430726,-0.095384,52.387201,-1.991667,168.015033
1768,51.807740,-2.235832,51.472438,-3.165064,74.174427
1769,51.482134,-0.099047,51.505060,-0.147532,4.214944
1770,51.515073,-0.196403,51.543979,-0.102095,7.272568
1771,42.011830,-87.841580,42.181875,-87.809560,19.091817
1772,37.770937,-122.442760,37.792778,-122.421880,3.043902
1773,53.408342,-2.625124,53.397020,-2.990063,24.225621
1774,35.054546,-80.817920,36.152607,-86.789270,553.395507
1775,51.711488,0.159906,51.503282,0.003058,25.559983
1776,53.001904,-1.267135,52.952649,-1.139291,10.161888
1777,40.146597,-74.208150,36.171909,-115.139969,3574.204264
1778,38.966340,-104.543130,51.472438,-3.165064,7410.631909
1779,42.904258,-78.655190,43.641506,-79.431782,103.311502
1780,48.943476,-122.457230,49.280659,-123.041344,56.685525
1781,39.003910,-76.880050,38.932185,-77.266278,34.330107
1782,25.702929,-80.296420,25.784276,-80.141260,17.981339
1783,51.541848,-0.139636,51.505060,-0.147532,4.126906
1784,52.361423,-2.055596,52.387201,-1.991667,5.200955
1785,50.404145,-4.107735,51.505060,-0.147532,303.153635
1786,32.761801,-117.012730,32.715329,-117.157255,14.471635
1787,29.717529,-95.428210,29.753927,-95.364053,7.399521
1788,51.020730,-0.446781,51.472438,-3.165064,195.745464
1789,33.745739,-84.376400,33.793083,-84.445374,8.268099
1790,51.381421,-0.327762,-22.964094,-43.356972,9271.632836
1791,51.516919,-0.243388,51.505060,-0.147532,6.763403
1792,43.705551,-116.363460,43.695190,-116.350182,1.570559
1793,44.973415,-93.259410,36.125504,-115.164238,2086.557242
1794,51.548613,-0.352792,51.543051,-0.151324,13.945387
1795,37.856926,-122.250840,51.472438,-3.165064,8456.716700
1796,37.770937,-122.442760,37.792778,-122.421880,3.043902
1797,51.256913,-0.543138,51.505060,-0.147532,38.924930
1798,32.781329,-97.400990,32.785326,-96.808089,55.428624
1799,44.002031,-116.911290,39.526160,-119.813670,552.757747
1800,32.846810,-116.989830,32.715329,-117.157255,21.417970
1801,38.952110,-77.020970,38.917866,-77.023722,3.815213
1802,51.601711,-0.099805,51.505060,-0.147532,11.242239
1803,51.467950,-0.208556,51.505060,-0.147532,5.905991
1804,43.072062,-87.910300,41.886456,-87.623250,133.918361
1805,42.364347,-71.104310,42.346997,-71.102150,1.937379
1806,42.469761,-75.051920,42.687302,-74.919456,26.509703
1807,51.565375,0.276402,51.505060,-0.147532,30.079412
1808,41.203791,-96.178620,41.124229,-96.060486,13.268793
1809,40.659514,-111.922260,33.699765,-117.917572,938.073577
1810,51.521597,-0.107625,51.505060,-0.147532,3.317808
1811,38.819863,-77.058540,38.932185,-77.266278,21.894747
1812,52.653644,-1.412060,51.505060,-0.147532,154.198766
1813,50.391553,-3.917523,51.472438,-3.165064,131.246229
1814,52.358291,-1.235565,51.472438,-3.165064,164.965271
1815,26.165212,-80.113790,41.949847,-87.658800,1885.800756
1816,34.481995,-88.452050,36.211492,-86.692496,249.892744
1817,51.906010,-2.107009,51.472438,-3.165064,87.427219
1818,36.084917,-87.110600,51.472438,-3.165064,6569.245669
1819,51.759007,-0.337916,51.505060,-0.147532,31.145254
1820,42.332099,-71.096510,42.346997,-71.102150,1.720219
1821,52.477866,-1.919522,51.505060,-0.147532,162.540241
1822,33.888980,-118.405350,37.792778,-122.421880,565.118225
1823,33.016928,-116.846046,32.715329,-117.157255,44.379167
1824,45.513790,-122.645800,45.513790,-122.645800,0.000000
1825,45.537040,-122.599790,45.513790,-122.645800,4.419367
1826,51.510317,-0.039509,51.472438,-3.165064,216.417856
1827,39.549752,-77.755700,38.917866,-77.023722,94.399374
1828,53.367883,-2.027177,51.505060,-0.147532,243.169830
1829,51.476754,-0.122888,51.505060,-0.147532,3.580248
1830,42.332099,-71.096510,42.346997,-71.102150,1.720219
1831,38.919211,-77.037770,38.917866,-77.023722,1.224529
1832,37.918780,-122.026180,37.792778,-122.421880,37.459251
1833,38.903697,-77.127490,38.917866,-77.023722,9.115567
1834,39.731237,-104.971330,39.740118,-104.975305,1.044381
1835,38.919211,-77.037770,38.917866,-77.023722,1.224529
1836,53.341455,-2.689194,51.505060,-0.147532,267.174395
1837,51.751345,-1.251675,51.505060,-0.147532,80.983906
1838,53.222471,-1.466714,51.505060,-0.147532,210.921955
1839,28.561242,-81.107350,28.541879,-81.374460,26.177913
1840,51.555993,-0.052115,51.505060,-0.147532,8.697139
1841,33.794055,-84.385250,33.793083,-84.445374,5.556955
1842,28.541879,-81.374460,28.556902,-81.347115,3.150301
1843,27.987925,-82.288190,27.960442,-82.460148,17.161009
1844,37.256743,-121.923120,36.125504,-115.164238,615.486690
1845,32.729758,-108.302060,40.008020,-105.276575,853.282839
1846,45.503567,-72.902820,45.496030,-73.569478,51.964521
1847,37.782029,-122.461580,37.792778,-122.421880,3.687752
1848,50.931764,-0.391101,51.549045,-0.141048,70.811241
1849,35.814572,-78.583480,35.947399,-79.321320,68.095875
1850,33.144908,-117.171280,32.715329,-117.157255,47.784914
1851,51.523558,-0.121670,51.520184,-0.071013,3.524860
1852,38.999759,-77.101850,38.932185,-77.266278,16.079468
1853,33.215454,-84.254270,33.793083,-84.445374,66.628647
1854,55.954196,-4.778481,36.171909,-115.139969,7852.853455
1855,27.847802,-82.317990,27.960442,-82.460148,18.762170
1856,35.482309,-97.534990,32.785326,-96.808089,307.259818
1857,37.856926,-122.250840,37.792778,-122.421880,16.630121
1858,43.070188,-70.776840,36.211492,-86.692496,1557.948399
1859,33.464387,-84.081540,36.211492,-86.692496,387.376775
1860,28.656375,-81.210260,36.125504,-115.164238,3276.353590
1861,37.516687,-122.290260,37.792778,-122.421880,32.813760
1862,51.486717,0.038727,51.520184,-0.071013,8.458243
1863,32.856447,-117.211430,32.715329,-117.157255,16.488586
1864,39.758986,-104.966780,39.740118,-104.975305,2.221011
1865,28.524930,-81.439940,28.556902,-81.347115,9.739414
1866,34.080035,-84.219290,33.793083,-84.445374,38.119633
1867,37.405989,-121.847750,33.699765,-117.917572,544.171564
1868,40.153024,-74.033720,40.232713,-74.031430,8.863147
1869,36.133251,-86.800570,36.152607,-86.789270,2.379482
1870,28.607077,-81.306060,28.556902,-81.347115,6.870052
1871,39.525562,-84.069230,36.211492,-86.692496,434.484627
1872,37.366744,-79.299770,36.211492,-86.692496,670.547346
1873,39.616114,-105.073930,39.740118,-104.975305,16.166809
1874,38.808884,-90.859220,38.622601,-90.261820,55.816522
1875,43.638314,-116.330590,43.695190,-116.350182,6.517738
1876,42.634199,-71.393220,42.346997,-71.102150,39.867889
1877,35.088816,-80.794309,35.591435,-82.550915,168.848035
1878,38.610901,-90.291740,38.622601,-90.261820,2.906857
1879,43.182873,-89.454080,51.472438,-3.165064,6184.084213
1880,41.922682,-87.654320,41.886456,-87.623250,4.778856
1881,43.572671,-116.295270,43.695190,-116.350182,14.322367
1882,40.079115,-82.400540,39.965131,-83.004310,52.951731
1883,33.725167,-118.005090,36.125504,-115.164238,371.872164
1884,30.024749,-95.532150,29.753927,-95.364053,34.197481
1885,43.631230,-116.287160,43.695190,-116.350182,8.733882
1886,32.742892,-117.127740,37.792778,-122.421880,738.842779
1887,28.077994,-82.449890,28.541879,-81.374460,117.236094
1888,41.900332,-87.669270,41.886456,-87.623250,4.109806
1889,35.758268,-78.717830,35.591435,-82.550915,346.709441
1890,33.666269,-117.969300,36.125504,-115.164238,374.426084
1891,31.986249,-81.202590,51.472438,-3.165064,6494.375861
1892,28.598677,-81.355940,28.556902,-81.347115,4.724443
1893,37.834724,-122.283160,37.792778,-122.421880,13.047960
1894,37.255915,-121.775360,37.792778,-122.421880,82.549007
1895,41.649867,-91.520190,41.949847,-87.658800,321.788836
1896,25.832374,-80.278740,25.786326,-80.202900,9.157133
1897,39.278056,-76.740020,39.289004,-76.607175,11.498206
1898,51.347423,1.397751,51.505060,-0.147532,108.560530
1899,51.579598,-0.127761,51.505060,-0.147532,8.400254
1900,43.449201,-76.479920,42.687302,-74.919456,152.460508
1901,53.369703,-2.585436,51.472438,-3.165064,214.594683
1902,29.022729,-81.172169,28.556902,-81.347115,54.531103
1903,29.204009,-81.036020,28.556902,-81.347115,78.070380
1904,51.433632,-0.126670,51.520184,-0.071013,10.367338
1905,51.328583,-0.252590,51.549045,-0.141048,25.704525
1906,51.468277,-0.070943,51.520184,-0.071013,5.771742
1907,50.789325,-1.073355,51.472438,-3.165064,164.532107
1908,32.785000,-117.018600,32.716386,-117.224271,20.692007
1909,51.414045,-3.418225,51.472438,-3.165064,18.708572
1910,51.533213,-0.140666,51.520184,-0.071013,5.031650
1911,51.637338,-4.075990,51.472438,-3.165064,65.593218
1912,50.953064,-2.511294,51.595989,-0.136335,180.001215
1913,51.916448,-2.580776,51.472438,-3.165064,63.712863
1914,51.480256,-0.041778,51.520184,-0.071013,4.879191
1915,53.633474,-1.716790,53.803482,-1.542174,22.121834
1916,51.512161,0.039029,51.520184,-0.071013,7.666539
1917,39.325956,-76.606020,38.932185,-77.266278,71.837403
1918,53.241772,-3.129237,51.472438,-3.165064,196.756039
1919,51.474557,-0.277372,51.520184,-0.071013,15.159276
1920,51.490937,-3.151570,51.472438,-3.165064,2.259281
1921,51.619177,-0.136446,51.472438,-3.165064,210.050978
1922,51.997609,-0.989006,51.472438,-3.165064,160.818223
1923,39.154159,-84.605270,27.963849,-82.431930,1260.377158
1924,53.668262,-1.550312,53.803482,-1.542174,15.045341
1925,51.446538,-0.216733,51.520184,-0.071013,12.995316
1926,53.407065,-2.293992,51.472438,-3.165064,223.072002
1927,40.781894,-73.950390,39.964012,-75.147640,136.223208
1928,51.647756,-0.378977,51.472438,-3.165064,193.571918
1929,38.860247,-77.096270,38.932185,-77.266278,16.746650
1930,51.454242,-0.107561,51.520184,-0.071013,7.756821
1931,30.455140,-91.063580,29.938005,-90.071950,111.305179
1932,36.480151,-85.206560,36.211492,-86.692496,136.394184
1933,29.786656,-95.122140,29.626598,-98.754166,351.221395
1934,51.559168,-0.082146,51.520184,-0.071013,4.402681
1935,53.830050,-1.588404,51.472438,-3.165064,282.890081
1936,51.545178,-0.078436,51.520184,-0.071013,2.826239
1937,36.889797,-76.142600,35.947399,-79.321320,303.097153
1938,52.030343,1.194914,51.472438,-3.165064,306.425842
1939,41.103664,-73.795800,51.472438,-3.165064,5330.120541
1940,51.608975,-3.585506,51.472438,-3.165064,32.802079
1941,51.473887,-0.016520,51.520184,-0.071013,6.382105
1942,51.214256,-0.731946,51.472438,-3.165064,171.412489
1943,52.572571,-0.258285,51.520184,-0.071013,117.718721
1944,51.641991,-3.821165,51.472438,-3.165064,49.120565
1945,37.581696,-77.517090,38.932185,-77.266278,151.755739
1946,52.252679,-0.961025,51.472438,-3.165064,174.440455
1947,33.659639,-117.739480,33.699765,-117.917572,17.072333
1948,34.098908,-118.362410,33.699765,-117.917572,60.459805
1949,52.936644,-1.116918,51.472438,-3.165064,214.430301
1950,42.454658,-88.109271,41.949847,-87.658800,67.287768
1951,41.900332,-87.669270,41.949847,-87.658800,5.573537
1952,39.891861,-90.031250,36.211492,-86.692496,502.840786
1953,33.507637,-86.741610,33.193818,-87.568430,84.353533
1954,42.009731,-87.669380,41.886456,-87.623250,14.228540
1955,55.977677,-4.558861,55.860870,-4.288154,21.288740
1956,30.011517,-90.162450,29.938005,-90.071950,11.950130
1957,38.520320,-82.721750,39.965131,-83.004310,162.487711
1958,51.413820,-0.207681,51.472438,-3.165064,205.056415
1959,29.772627,-95.403190,29.753927,-95.364053,4.312207
1960,41.940832,-87.658520,41.949847,-87.658800,1.002690
1961,43.593523,-116.199030,43.695190,-116.350182,16.604948
1962,36.133251,-86.800570,36.152607,-86.789270,2.379482
1963,52.664787,-2.433990,51.472438,-3.165064,141.685887
1964,43.583139,-116.225200,43.695190,-116.350182,16.012288
1965,35.344209,-119.022250,33.699765,-117.917572,208.988238
1966,34.068059,-117.938350,33.699765,-117.917572,40.997339
1967,37.765987,-122.427815,37.792778,-122.421880,3.024385
1968,41.919808,-88.304980,41.949847,-87.658800,53.555184
1969,51.518018,-0.183833,51.543979,-0.102095,6.348375
1970,38.997560,-76.925770,38.932185,-77.266278,30.323726
1971,51.902747,-0.446913,51.472438,-3.165064,193.376032
1972,37.792678,-122.407930,37.792778,-122.421880,1.225835
1973,51.444178,-2.579367,51.472438,-3.165064,40.700655
1974,37.758380,-122.484780,37.792778,-122.421880,6.722485
1975,35.028574,-85.159390,33.791515,-84.374130,155.274593
1976,33.024721,-96.740380,37.792778,-122.421880,2378.977807
1977,53.346862,-2.999626,51.453746,-2.600588,212.237720
1978,53.438577,-2.283296,53.469422,-2.221964,5.315525
1979,38.028543,-86.385110,38.160106,-85.779555,54.974210
1980,36.101385,-79.814250,35.591435,-82.550915,253.088927
1981,56.116745,-3.342319,53.803482,-1.542174,281.705597
1982,42.037176,-88.259220,41.886456,-87.623250,55.190188
1983,41.606939,-93.548290,41.124229,-96.060486,216.402340
1984,33.432177,-111.847010,29.938005,-90.071950,2092.622945
1985,51.516023,-0.139088,51.520184,-0.071013,4.732999
1986,56.024751,-3.905376,51.472438,-3.165064,508.521102
1987,51.579608,-0.344412,51.520184,-0.071013,20.025596
1988,56.730765,-2.663240,55.860870,-4.288154,139.307891
1989,51.751999,-1.283114,51.543051,-0.151324,81.471323
1990,28.052799,-82.611350,28.541879,-81.374460,132.749818
1991,54.805116,-1.438921,55.860870,-4.288154,215.048004
1992,32.779126,-79.935500,36.211492,-86.692496,727.117620
1993,35.730620,-86.911440,37.068970,-122.156853,3139.893332
1994,35.730620,-86.911440,38.291882,-122.457252,3149.570137
1995,38.252854,-85.751370,38.160106,-85.779555,10.603099
1996,51.558418,-0.103514,51.520184,-0.071013,4.809111
1997,40.745341,-73.939070,40.246696,-74.049049,56.221197
1998,34.281423,-85.238250,36.152607,-86.789270,251.275712
1999,42.311500,-88.968821,36.152607,-86.789270,710.028180
2000,35.899208,-78.711610,36.152607,-86.789200,726.746318